الرقم,الفئة,العربية,الأمهرية,النطق
821,الشراب,طعمه جيد.,ጣዕሙ ጥሩ ነው።,طاعمو تورو نيّو.
822,الشراب,هذا المشروب مر.,ይሄ መጠጥ መራራ ነው።,ييه ميتيّط ميرارا نيّو.
823,الشراب,إنه حلو جداً.,በጣም ይጣፍጣል።,بيتام ييطافيطال.
824,الشراب,هل هو حامض؟,ጎምዛዛ ነው?,غومزازا نيّو؟
825,الشراب,هذا المشروب منعش.,ይሄ መጠጥ የሚያድስ ነው።,ييه ميتيّط ييميياديس نيّو.
826,الشراب,المذاق غريب.,ጣዕሙ እንግዳ ነው።,طاعمو إنجيدا نيّو.
827,الشراب,هل هو قوي؟ (للكحول),ጠንካራ ነው?,طينكارا نيّو؟
828,الشراب,إنه خفيف.,ቀላል ነው።,قيلال نيّو.
829,الشراب,هذا المشروب قديم.,ይሄ መጠጥ ያረጀ ነው።,ييه ميتيّط ياريجي نيّو.
830,الشراب,طازج جداً.,በጣም ትኩስ ነው።,بيتام تيكوس نيّو.
831,الشراب,هل هذا مصنوع محلياً؟,ይሄ የአገር ውስጥ ምርት ነው?,ييه ييأغير ويست ميرت نيّو؟
832,الشراب,الجودة عالية.,ጥራቱ ከፍተኛ ነው።,تيراتو كيفتيما نيّو.
833,الشراب,هل هو طبيعي؟,ተፈጥሯዊ ነው?,تيفيِطراوي نيّو؟
834,الشراب,هذا ألذ شيء شربته.,ከምጠጣው ሁሉ ይሄ በጣም ጣፋጭ ነው።,كي ميتيّطا و هولو ييه بيتام طافاتش نيّو.
835,الشراب,لا يوجد له طعم.,ምንም ጣዕም የለውም።,مينيم طاعم ييليّووم.
836,الشراب,احتاج المزيد من السكر.,ተጨማሪ ስኳር ያስፈልገኛል።,تيتشيماري سيكوار ياسي فيليغينيا.
837,الشراب,هذا المشروب حار (بالتوابل).,ይሄ መጠጥ ቅመም የበዛበት ነው።,ييه ميتيّط قيميم يبيزابيِت نيّو.
838,الشراب,أفضله بدون ثلج.,ያለ በረዶ እመርጣለሁ።,يالي بيريدو إميرطاليهو.
839,الشراب,إنه مشروب فاخر.,የቅንጦት መጠጥ ነው።,يي قينطوت ميتيّط نيّو.
840,الشراب,هل هو خالٍ من الكحول؟,አልኮሆል የለውም?,ألكوهول ييليّووم؟
841,الشراب,أطلب قهوة سادة.,ጥቁር ቡና አዝዣለሁ።,تيقور بونا أزيجاليهو.
842,الشراب,كوب ماء من فضلك.,እባክህ አንድ ብርጭቆ ውሃ።,إباكيه أند بيرتشيقو وها.
843,الشراب,هل يمكنني الحصول على قائمة المشروبات؟,የመጠጥ ዝርዝሩን ማግኘት እችላለሁ?,ييمييتيّط زيرزيرون ماغنيت إتشيلاليهو؟
844,الشراب,هل لديكم عصير طازج؟,ትኩስ ጭማቂ አላችሁ?,تيكوس تشيماقي ألاتشيهو؟
845,الشراب,أين النادل؟,አስተናጋጁ የት ነው?,أستيناغاجو ييت نيّو؟
846,الشراب,لدي حساسية من الحليب.,ለወተት አለርጂክ ነኝ።,لي ووتيت أليرجيك نيّن.
847,الشراب,لا أريد ثلجاً.,በረዶ አልፈልግም።,بيريدو ألفيليغيم.
848,الشراب,هل يمكنني تبديل مشروبي؟,መጠጤን መቀየር እችላለሁ?,ميتيّطيين مِقييِر إتشيلاليهو؟
849,الشراب,هل هذا يكفي لشخصين؟,ይሄ ለሁለት ሰው ይበቃል?,هُليت (Hulet)
850,الشراب,الفاتورة من فضلك (للمشروبات).,ሂሳቡን እባክህ።,هيسابون إباكيه.
851,الشراب,هل يمكن أن تضيف شريحة ليمون؟,የሎሚ ቁራጭ መጨመር ትችላለህ?,يي لومي قوراتش ميتشيمير تيتشيلاليه؟
852,الشراب,هل لديكم أي مشروبات خاصة؟,ልዩ መጠጦች አሉዎት?,ليو ميتيّطوتش ألوووت؟
853,الشراب,أطلب مشروباً غير كحولي.,አልኮሆል የሌለው መጠጥ አዝዣለሁ።,ألكوهول ييليّلاو ميتيّط أزيجاليهو.
854,الشراب,هل هذا المشروب متوفر الآن؟,ይሄ መጠጥ አሁን ይገኛል?,ييه ميتيّط آهون ييغيّنال؟
855,الشراب,سأدفع نقداً.,በጥሬ ገንዘብ እከፍላለሁ።,بيطيري غينزيب إكيفلاليهو.
856,الشراب,املأ الكوب مرة أخرى.,ብርጭቆውን እንደገና ሙላው።,بيرتشيقو وون إنديغينا مولاو.
857,الشراب,لا تحتاج إلى قشة (مصاصة).,ገለባ አያስፈልግህም።,غيليبا أياسي فيليغيهيم.
858,الشراب,هل يمكنني الجلوس هنا وشرب؟,እዚህ ተቀምጬ መጠጣት እችላለሁ?,إزي تيقميتشي ميتيّطاط إتشيلاليهو؟
859,الشراب,هل يمكنني أخذ هذا معي؟,ይሄንን ይዤ መሄድ እችላለሁ?,ييهينين ييزهي ميهيد إتشيلاليهو؟
860,الشراب,هل السعر شامل الضريبة؟,ዋጋው ታክስን ይጨምራል?,واغاو تاكسن ييتشيميرال؟
861,الشراب,أضف الثلج.,በረዶ ጨምር።,بيريدو تشيمير.
862,الشراب,الثلج يذوب بسرعة.,በረዶው በፍጥነት እየቀለጠ ነው።,بيريدوو بيفيطنيت إي يِقيليط نيّو.
863,الشراب,هذا المشروب ساخن جداً.,ይሄ መጠጥ በጣም ይሞቃል።,ييه ميتيّط بيتام ييموقال.
864,الشراب,دعه يبرد قليلاً.,ትንሽ እንዲቀዘቅዝ አድርገው።,تينيش إنديقيزقيز أدريغيو.
865,الشراب,الماء مغلي.,ውሃው የፈላ ነው።,وهاو يي فيلا نيّو.
866,الشراب,هل يجب أن أخلطه؟,መቀላቀል አለብኝ?,ميقيلاقيل آليبين؟
867,الشراب,طريقة التحضير سهلة.,የማዘጋጀት ዘዴው ቀላል ነው።,ييمييازيغاجيت زيِديوو قيلال نيّو.
868,الشراب,هل يمكنني تسخينه؟,ማሞቅ እችላለሁ?,ماموق إتشيلاليهو؟
869,الشراب,هل هذا مخفف؟,ይሄ ቀጭን ነው?,ييه قيتشين نيّو؟
870,الشراب,كمية قليلة من الماء.,ትንሽ መጠን ውሃ።,تينيش ميتيّن وها.
871,الشراب,كوب القهوة فارغ.,የቡናው ኩባያ ባዶ ነው።,يي بونا و كوبايا بادو نيّو.
872,الشراب,هذا المشروب مصنوع من الفواكه.,ይሄ መጠጥ ከፍራፍሬ የተሰራ ነው።,ييه ميتيّط كي فرافري ييتي سيرا نيّو.
873,الشراب,صب المزيد.,ተጨማሪ አፍስስ።,تيتشيماري أفسيس.
874,الشراب,لا تملأه بالكامل.,ሙሉ በሙሉ አትሙላው።,مولو بي وومولو أتمولاو.
875,الشراب,هل هذا المشروب مخمر؟,ይሄ መጠጥ የተፈላ ነው?,ييه ميتيّط ييتي فيلا نيّو؟
876,الشراب,استخدم ماءً مفلتراً.,የተጣራ ውሃ ተጠቀም።,ييتي طارا وها تيتيقم.
877,الشراب,كم تحتاج من السكر؟,ምን ያህል ስኳር ትፈልጋለህ?,مين ياهيل سيكوار تفيليغاليه؟
878,الشراب,أضف شريحة برتقال.,የብርቱካን ቁራጭ ጨምር።,يي بيرتوكان قوراتش تشيمير.
879,الشراب,المشروب جاهز.,መጠጡ ዝግጁ ነው።,ميتيّطو زيغيجو نيّو.
880,الشراب,أين توضع القشة؟,ገለባው የት ነው የሚቀመጠው?,غيليباو ييت نيّو ييميقي ميتيّو؟
881,الشراب,اشرب ببطء.,ቀስ ብለህ ጠጣ።,قيس بيليه طيطا.
882,الشراب,الشرب الصحي مهم.,ጤናማ መጠጣት አስፈላጊ ነው።,طيناما ميتيّطاط أسي فيلاجي نيّو.
883,الشراب,لا تشرب كثيراً.,ብዙ አትጠጣ።,بيزو أتيتيّطا.
884,الشراب,هل هذا المشروب مفيد للصحة؟,ይሄ መጠጥ ለጤና ጥሩ ነው?,ييه ميتيّط لي طينا تورو نيّو؟
885,الشراب,أنا أحاول تقليل الكافيين.,ካፌይንን ለመቀነስ እየሞከርኩ ነው።,كافيينن ليميقي نيس إي يي موكيركو نيّو.
886,الشراب,يجب أن تشرب الماء طوال اليوم.,ቀኑን ሙሉ ውሃ መጠጣት አለብህ።,قينون مولو وها ميتيّطاط آليبيه.
887,الشراب,هل يمكنني تناول مشروب روحي؟,መንፈሳዊ መጠጥ መውሰድ እችላለሁ?,مينفيساوي ميتيّط ميوسيد إتشيلاليهو؟
888,الشراب,احتسي الماء.,ውሃውን ቀስ በልልኝ።,وهاوون قيس بيليلين.
889,الشراب,لا تشرب وأنت تقود.,እየነዳህ አትጠጣ።,إي يي نيّداه أتيتيّطا.
890,الشراب,هل هذا المشروب يحتوي على سكر؟,ይሄ መጠጥ ስኳር አለው?,ييه ميتيّط سيكوار آليّو؟
891,الشراب,سأذهب لأشتري بعض المشروبات.,አንዳንድ መጠጦች ልገዛ እሄዳለሁ።,أنداند ميتيّطوتش ليغيزا إهيداليهو.
892,الشراب,تهانينا! (بمناسبة الشرب),እንኳን ደስ አለህ!,إنكوان ديس آليه.
893,الشراب,نحتفل بمشروب.,በመጠጥ እናከብራለን።,بيمييتيّط إناكيبيرالين.
894,الشراب,أنا أفضل العصائر الطازجة.,ትኩስ ጭማቂዎችን እመርጣለሁ።,تيكوس تشيماقي ووتش إميرطاليهو.
895,التسوق,كيف حالك؟,እንደምን ነህ,إنديمن نيه
896,التسوق,أين أجد السوق؟,ገበያ የት ነው?,جيبيا ييت نيوه؟
897,التسوق,أريد أن أشتري,መግዛት እፈልጋለሁ,مغزات إفليغاليخو
898,التسوق,ماذا تبيعون؟,ምን ትሸጣላችሁ?,من تشيطالاتشو؟
899,التسوق,كم يكلف هذا؟,ይሄ ስንት ነው?,ييه سنت نيوه؟
900,التسوق,هل يمكنني المساعدة؟,ልርዳዎት?,لِرداووت؟
901,التسوق,هل يمكنني رؤيته؟,ማየት እችላለሁ?,مايِت إتشيلاليخو؟
902,التسوق,كم سعر الكيلو؟,ለአንድ ኪሎ ስንት ነው?,لِآند كيلو سنت نيوه؟
903,التسوق,إنه مكلف جداً,በጣም ውድ ነው,بيتام وِد نيوه
904,التسوق,هل يمكنني المساومة؟,መደራደር እችላለሁ?,ميديرادير إتشيلاليخو؟
905,التسوق,أريد سعراً أفضل,የተሻለ ዋጋ እፈልጋለሁ,يتيشالي واغا إفليغاليخو
906,التسوق,هل هذا هو السعر النهائي؟,ይሄ የመጨረሻ ዋጋ ነው?,ييه ييميچيراشا واغا نيوه؟
907,التسوق,سأدفع نقداً,በጥሬ ገንዘብ እከፍላለሁ,بيتوري غِنزِب إكيفلاليخو
908,التسوق,هل تقبلون البطاقة؟,ካርድ ይቀበላሉ?,كارد يقيبيبالو؟
909,التسوق,كم بقي لي؟ (الباقي),ስንት ቀረኝ?,سنت قيريغني؟
910,التسوق,هل لديكم خصم؟,ቅናሽ አለዎት?,قيناش ألي ووت؟
911,التسوق,أين ماكينة الصراف الآلي؟,ኤቲኤም የት ነው?,إي تي إم ييت نيوه؟
912,التسوق,هذا معقول,ይሄ ምክንያታዊ ነው,ييه مِركنيا تاوي نيوه
913,التسوق,أنا أبحث عن...,እፈልጋለሁ...,إفليغاليخو...
914,التسوق,أعطني هذا,ይህን ስጠኝ,يهن سيطيغني
915,التسوق,سأشتريها,እገዛዋለሁ,إغِزاواليخو
916,التسوق,إنه رخيص جداً,በጣም ርካሽ ነው,بيتام ركاش نيوه
917,التسوق,هل يمكن أن تخفض السعر قليلاً؟,ዋጋውን ትንሽ ቀንስ?,واغاوِن تنِش قيِنس؟
918,التسوق,كم هو أقل سعر؟,ዝቅተኛው ዋጋ ስንት ነው?,زيقتينا وواغا سنت نيوه؟
919,التسوق,سأعود لاحقاً,ቆይቼ እመለሳለሁ,قُويتشي إميلِسالِيخو
920,التسوق,أين أجد الخضروات؟,አትክልቶች የት ይገኛሉ?,أتكلِتوتش ييت يِغِنيالو؟
921,التسوق,هل هذه الخضروات طازجة؟,እነዚህ አትክልቶች ትኩስ ናቸው?,إنيزي أتكلِتوت تِكُس ناتشو؟
922,التسوق,أريد نصف كيلو طماطم,ግማሽ ኪሎ ቲማቲም እፈልጋለሁ,غِماش كيلو تيماتيم إفليغاليخو
923,التسوق,هل لديكم خبز إنْجِرا؟,እንጀራ አለዎት?,إنْجِرا ألي ووت؟
924,التسوق,أريد التوابل الإثيوبية,የኢትዮጵያ ቅመማ ቅመም እፈልጋለሁ,يإثيوبيا قيِميما قيِميم إفليغاليخو
925,التسوق,أريد شراء قهوة,ቡና መግዛት እፈልጋለሁ,بونا مغزات إفليغاليخو
926,التسوق,كم سعر البيض؟,እንቁላል ስንት ነው?,إنقولال سنت نيوه؟
927,التسوق,أين أجد اللحم؟,ስጋ የት ላገኝ?,سِغا ييت لاغيني؟
928,التسوق,أريد زجاجة ماء,አንድ የውሃ ጠርሙስ እፈልጋለሁ,أند يَوِها طِرموس إفليغاليخو
929,التسوق,هل لديكم عسل؟,ማር አለዎት?,مار ألي ووت؟
930,التسوق,أريد بعض الفواكه,አንዳንድ ፍራፍሬዎች እፈልጋለሁ,أندِند فِرافِري ووت إفليغاليخو
931,التسوق,هل هذا حار؟,ይሄ ይሞቃል?,ييه يِموَقال؟
